split,image,label,selection
train,frame_000860_person_01.jpg,negative,sampled_negative
train,frame_000867_person_05.jpg,negative,sampled_negative
train,frame_000948_person_04.jpg,negative,sampled_negative
train,frame_000948_person_05.jpg,negative,sampled_negative
train,frame_000948_person_08.jpg,negative,sampled_negative
train,frame_000957_person_05.jpg,negative,sampled_negative
train,frame_000974_person_04.jpg,positive,all_positive
train,frame_000974_person_05.jpg,negative,sampled_negative
train,frame_000983_person_03.jpg,positive,all_positive
train,frame_000990_person_13.jpg,negative,sampled_negative
train,frame_000995_person_02.jpg,negative,sampled_negative
train,frame_000995_person_15.jpg,negative,sampled_negative
train,frame_001011_person_00.jpg,positive,all_positive
train,frame_001021_person_00.jpg,positive,all_positive
train,frame_001029_person_07.jpg,positive,all_positive
train,frame_001029_person_11.jpg,negative,sampled_negative
train,frame_001045_person_07.jpg,negative,sampled_negative
train,frame_001045_person_08.jpg,negative,sampled_negative
train,frame_001052_person_00.jpg,negative,sampled_negative
train,frame_001052_person_10.jpg,negative,sampled_negative
train,frame_001060_person_03.jpg,positive,all_positive
train,frame_001062_person_00.jpg,negative,sampled_negative
train,frame_001062_person_06.jpg,positive,all_positive
train,frame_001062_person_14.jpg,negative,sampled_negative
train,frame_001143_person_07.jpg,negative,sampled_negative
train,frame_001151_person_06.jpg,positive,all_positive
train,frame_001151_person_07.jpg,negative,sampled_negative
train,frame_001162_person_00.jpg,positive,all_positive
train,frame_001162_person_13.jpg,negative,sampled_negative
train,frame_001162_person_15.jpg,negative,sampled_negative
train,frame_001170_person_03.jpg,positive,all_positive
train,frame_001174_person_04.jpg,negative,sampled_negative
train,frame_001174_person_12.jpg,negative,sampled_negative
train,frame_001174_person_14.jpg,negative,sampled_negative
train,frame_001181_person_15.jpg,negative,sampled_negative
train,frame_001194_person_06.jpg,negative,sampled_negative
train,frame_001196_person_01.jpg,positive,all_positive
val,frame_000009_person_00.jpg,negative,evaluation_negative
val,frame_000009_person_01.jpg,negative,evaluation_negative
val,frame_000009_person_02.jpg,negative,evaluation_negative
val,frame_000009_person_03.jpg,negative,evaluation_negative
val,frame_000009_person_04.jpg,negative,evaluation_negative
val,frame_000009_person_05.jpg,negative,evaluation_negative
val,frame_000009_person_06.jpg,negative,evaluation_negative
val,frame_000009_person_07.jpg,negative,evaluation_negative
val,frame_000009_person_08.jpg,negative,evaluation_negative
val,frame_000009_person_09.jpg,negative,evaluation_negative
val,frame_000009_person_10.jpg,negative,evaluation_negative
val,frame_000009_person_11.jpg,negative,evaluation_negative
val,frame_000009_person_12.jpg,negative,evaluation_negative
val,frame_000009_person_13.jpg,negative,evaluation_negative
val,frame_000009_person_14.jpg,negative,evaluation_negative
val,frame_000009_person_15.jpg,negative,evaluation_negative
val,frame_000009_person_16.jpg,negative,evaluation_negative
val,frame_000009_person_17.jpg,negative,evaluation_negative
val,frame_000009_person_18.jpg,negative,evaluation_negative
val,frame_000016_person_00.jpg,negative,evaluation_negative
val,frame_000016_person_01.jpg,negative,evaluation_negative
val,frame_000016_person_02.jpg,negative,evaluation_negative
val,frame_000016_person_03.jpg,negative,evaluation_negative
val,frame_000016_person_04.jpg,negative,evaluation_negative
val,frame_000016_person_05.jpg,negative,evaluation_negative
val,frame_000016_person_06.jpg,negative,evaluation_negative
val,frame_000016_person_07.jpg,negative,evaluation_negative
val,frame_000016_person_08.jpg,negative,evaluation_negative
val,frame_000016_person_09.jpg,negative,evaluation_negative
val,frame_000016_person_10.jpg,negative,evaluation_negative
val,frame_000016_person_11.jpg,negative,evaluation_negative
val,frame_000016_person_12.jpg,negative,evaluation_negative
val,frame_000016_person_13.jpg,negative,evaluation_negative
val,frame_000016_person_14.jpg,negative,evaluation_negative
val,frame_000016_person_15.jpg,negative,evaluation_negative
val,frame_000016_person_16.jpg,negative,evaluation_negative
val,frame_000016_person_17.jpg,negative,evaluation_negative
val,frame_000016_person_18.jpg,negative,evaluation_negative
val,frame_000019_person_00.jpg,negative,evaluation_negative
val,frame_000019_person_01.jpg,negative,evaluation_negative
val,frame_000019_person_02.jpg,negative,evaluation_negative
val,frame_000019_person_03.jpg,negative,evaluation_negative
val,frame_000019_person_04.jpg,negative,evaluation_negative
val,frame_000019_person_05.jpg,negative,evaluation_negative
val,frame_000019_person_06.jpg,negative,evaluation_negative
val,frame_000019_person_07.jpg,negative,evaluation_negative
val,frame_000019_person_08.jpg,negative,evaluation_negative
val,frame_000019_person_09.jpg,negative,evaluation_negative
val,frame_000019_person_10.jpg,negative,evaluation_negative
val,frame_000019_person_11.jpg,negative,evaluation_negative
val,frame_000019_person_12.jpg,negative,evaluation_negative
val,frame_000019_person_13.jpg,negative,evaluation_negative
val,frame_000019_person_14.jpg,negative,evaluation_negative
val,frame_000019_person_15.jpg,negative,evaluation_negative
val,frame_000019_person_16.jpg,negative,evaluation_negative
val,frame_000019_person_17.jpg,negative,evaluation_negative
val,frame_000019_person_18.jpg,negative,evaluation_negative
val,frame_000019_person_19.jpg,negative,evaluation_negative
val,frame_000032_person_00.jpg,negative,evaluation_negative
val,frame_000032_person_01.jpg,negative,evaluation_negative
val,frame_000032_person_02.jpg,negative,evaluation_negative
val,frame_000032_person_03.jpg,negative,evaluation_negative
val,frame_000032_person_04.jpg,negative,evaluation_negative
val,frame_000032_person_05.jpg,negative,evaluation_negative
val,frame_000032_person_06.jpg,negative,evaluation_negative
val,frame_000032_person_07.jpg,negative,evaluation_negative
val,frame_000032_person_08.jpg,negative,evaluation_negative
val,frame_000032_person_09.jpg,negative,evaluation_negative
val,frame_000032_person_10.jpg,negative,evaluation_negative
val,frame_000032_person_11.jpg,negative,evaluation_negative
val,frame_000032_person_12.jpg,negative,evaluation_negative
val,frame_000032_person_13.jpg,negative,evaluation_negative
val,frame_000032_person_14.jpg,negative,evaluation_negative
val,frame_000032_person_15.jpg,negative,evaluation_negative
val,frame_000032_person_16.jpg,negative,evaluation_negative
val,frame_000032_person_17.jpg,negative,evaluation_negative
val,frame_000032_person_18.jpg,negative,evaluation_negative
val,frame_000034_person_00.jpg,negative,evaluation_negative
val,frame_000034_person_01.jpg,negative,evaluation_negative
val,frame_000034_person_02.jpg,negative,evaluation_negative
val,frame_000034_person_03.jpg,negative,evaluation_negative
val,frame_000034_person_04.jpg,negative,evaluation_negative
val,frame_000034_person_05.jpg,negative,evaluation_negative
val,frame_000034_person_06.jpg,negative,evaluation_negative
val,frame_000034_person_07.jpg,negative,evaluation_negative
val,frame_000034_person_08.jpg,negative,evaluation_negative
val,frame_000034_person_09.jpg,negative,evaluation_negative
val,frame_000034_person_10.jpg,negative,evaluation_negative
val,frame_000034_person_11.jpg,negative,evaluation_negative
val,frame_000034_person_12.jpg,negative,evaluation_negative
val,frame_000034_person_13.jpg,negative,evaluation_negative
val,frame_000034_person_14.jpg,negative,evaluation_negative
val,frame_000034_person_15.jpg,negative,evaluation_negative
val,frame_000034_person_16.jpg,negative,evaluation_negative
val,frame_000034_person_17.jpg,negative,evaluation_negative
val,frame_000034_person_18.jpg,negative,evaluation_negative
val,frame_000046_person_00.jpg,negative,evaluation_negative
val,frame_000046_person_01.jpg,negative,evaluation_negative
val,frame_000046_person_02.jpg,negative,evaluation_negative
val,frame_000046_person_03.jpg,negative,evaluation_negative
val,frame_000046_person_04.jpg,negative,evaluation_negative
val,frame_000046_person_05.jpg,negative,evaluation_negative
val,frame_000046_person_06.jpg,negative,evaluation_negative
val,frame_000046_person_07.jpg,negative,evaluation_negative
val,frame_000046_person_08.jpg,negative,evaluation_negative
val,frame_000046_person_09.jpg,negative,evaluation_negative
val,frame_000046_person_10.jpg,negative,evaluation_negative
val,frame_000046_person_11.jpg,negative,evaluation_negative
val,frame_000046_person_12.jpg,negative,evaluation_negative
val,frame_000046_person_13.jpg,negative,evaluation_negative
val,frame_000046_person_14.jpg,negative,evaluation_negative
val,frame_000046_person_15.jpg,negative,evaluation_negative
val,frame_000046_person_16.jpg,negative,evaluation_negative
val,frame_000046_person_17.jpg,negative,evaluation_negative
val,frame_000046_person_18.jpg,negative,evaluation_negative
val,frame_000046_person_19.jpg,negative,evaluation_negative
val,frame_000053_person_00.jpg,negative,evaluation_negative
val,frame_000053_person_01.jpg,negative,evaluation_negative
val,frame_000053_person_02.jpg,negative,evaluation_negative
val,frame_000053_person_03.jpg,negative,evaluation_negative
val,frame_000053_person_04.jpg,negative,evaluation_negative
val,frame_000053_person_05.jpg,negative,evaluation_negative
val,frame_000053_person_06.jpg,negative,evaluation_negative
val,frame_000053_person_07.jpg,negative,evaluation_negative
val,frame_000053_person_08.jpg,negative,evaluation_negative
val,frame_000053_person_09.jpg,negative,evaluation_negative
val,frame_000053_person_10.jpg,negative,evaluation_negative
val,frame_000053_person_11.jpg,negative,evaluation_negative
val,frame_000053_person_12.jpg,negative,evaluation_negative
val,frame_000053_person_13.jpg,negative,evaluation_negative
val,frame_000053_person_14.jpg,negative,evaluation_negative
val,frame_000053_person_15.jpg,negative,evaluation_negative
val,frame_000053_person_16.jpg,negative,evaluation_negative
val,frame_000053_person_17.jpg,negative,evaluation_negative
val,frame_000053_person_18.jpg,negative,evaluation_negative
val,frame_000053_person_19.jpg,negative,evaluation_negative
val,frame_000064_person_00.jpg,negative,evaluation_negative
val,frame_000064_person_01.jpg,negative,evaluation_negative
val,frame_000064_person_02.jpg,negative,evaluation_negative
val,frame_000064_person_03.jpg,negative,evaluation_negative
val,frame_000064_person_04.jpg,negative,evaluation_negative
val,frame_000064_person_05.jpg,negative,evaluation_negative
val,frame_000064_person_06.jpg,negative,evaluation_negative
val,frame_000064_person_07.jpg,negative,evaluation_negative
val,frame_000064_person_08.jpg,negative,evaluation_negative
val,frame_000064_person_09.jpg,negative,evaluation_negative
val,frame_000064_person_10.jpg,negative,evaluation_negative
val,frame_000064_person_11.jpg,negative,evaluation_negative
val,frame_000064_person_12.jpg,negative,evaluation_negative
val,frame_000064_person_13.jpg,negative,evaluation_negative
val,frame_000064_person_14.jpg,negative,evaluation_negative
val,frame_000064_person_15.jpg,negative,evaluation_negative
val,frame_000064_person_16.jpg,negative,evaluation_negative
val,frame_000064_person_17.jpg,negative,evaluation_negative
val,frame_000064_person_18.jpg,negative,evaluation_negative
val,frame_000064_person_19.jpg,negative,evaluation_negative
val,frame_001076_person_00.jpg,negative,evaluation_negative
val,frame_001076_person_01.jpg,negative,evaluation_negative
val,frame_001076_person_02.jpg,negative,evaluation_negative
val,frame_001076_person_03.jpg,negative,evaluation_negative
val,frame_001076_person_04.jpg,negative,evaluation_negative
val,frame_001076_person_05.jpg,negative,evaluation_negative
val,frame_001076_person_06.jpg,negative,evaluation_negative
val,frame_001076_person_07.jpg,negative,evaluation_negative
val,frame_001076_person_08.jpg,negative,evaluation_negative
val,frame_001076_person_09.jpg,negative,evaluation_negative
val,frame_001076_person_10.jpg,negative,evaluation_negative
val,frame_001076_person_11.jpg,negative,evaluation_negative
val,frame_001076_person_12.jpg,negative,evaluation_negative
val,frame_001076_person_13.jpg,negative,evaluation_negative
val,frame_001076_person_14.jpg,negative,evaluation_negative
val,frame_001076_person_15.jpg,negative,evaluation_negative
val,frame_001076_person_16.jpg,negative,evaluation_negative
val,frame_001088_person_00.jpg,negative,evaluation_negative
val,frame_001088_person_01.jpg,negative,evaluation_negative
val,frame_001088_person_02.jpg,negative,evaluation_negative
val,frame_001088_person_03.jpg,negative,evaluation_negative
val,frame_001088_person_04.jpg,negative,evaluation_negative
val,frame_001088_person_05.jpg,negative,evaluation_negative
val,frame_001088_person_06.jpg,negative,evaluation_negative
val,frame_001088_person_07.jpg,negative,evaluation_negative
val,frame_001088_person_08.jpg,negative,evaluation_negative
val,frame_001088_person_09.jpg,negative,evaluation_negative
val,frame_001088_person_10.jpg,negative,evaluation_negative
val,frame_001088_person_11.jpg,negative,evaluation_negative
val,frame_001088_person_12.jpg,negative,evaluation_negative
val,frame_001088_person_13.jpg,negative,evaluation_negative
val,frame_001088_person_14.jpg,negative,evaluation_negative
val,frame_001088_person_15.jpg,negative,evaluation_negative
val,frame_001088_person_16.jpg,negative,evaluation_negative
val,frame_001094_person_00.jpg,negative,evaluation_negative
val,frame_001094_person_01.jpg,negative,evaluation_negative
val,frame_001094_person_02.jpg,negative,evaluation_negative
val,frame_001094_person_03.jpg,negative,evaluation_negative
val,frame_001094_person_04.jpg,negative,evaluation_negative
val,frame_001094_person_05.jpg,negative,evaluation_negative
val,frame_001094_person_06.jpg,negative,evaluation_negative
val,frame_001094_person_07.jpg,negative,evaluation_negative
val,frame_001094_person_08.jpg,negative,evaluation_negative
val,frame_001094_person_09.jpg,negative,evaluation_negative
val,frame_001094_person_10.jpg,negative,evaluation_negative
val,frame_001094_person_11.jpg,negative,evaluation_negative
val,frame_001094_person_12.jpg,negative,evaluation_negative
val,frame_001094_person_13.jpg,negative,evaluation_negative
val,frame_001094_person_14.jpg,negative,evaluation_negative
val,frame_001094_person_15.jpg,negative,evaluation_negative
val,frame_001094_person_16.jpg,negative,evaluation_negative
val,frame_001103_person_00.jpg,negative,evaluation_negative
val,frame_001103_person_01.jpg,negative,evaluation_negative
val,frame_001103_person_02.jpg,negative,evaluation_negative
val,frame_001103_person_03.jpg,negative,evaluation_negative
val,frame_001103_person_04.jpg,negative,evaluation_negative
val,frame_001103_person_05.jpg,negative,evaluation_negative
val,frame_001103_person_06.jpg,negative,evaluation_negative
val,frame_001103_person_07.jpg,negative,evaluation_negative
val,frame_001103_person_08.jpg,negative,evaluation_negative
val,frame_001103_person_09.jpg,positive,evaluation_positive
val,frame_001103_person_10.jpg,negative,evaluation_negative
val,frame_001103_person_11.jpg,negative,evaluation_negative
val,frame_001103_person_12.jpg,negative,evaluation_negative
val,frame_001103_person_13.jpg,negative,evaluation_negative
val,frame_001103_person_14.jpg,negative,evaluation_negative
val,frame_001103_person_15.jpg,negative,evaluation_negative
val,frame_001103_person_16.jpg,negative,evaluation_negative
val,frame_001106_person_00.jpg,negative,evaluation_negative
val,frame_001106_person_01.jpg,negative,evaluation_negative
val,frame_001106_person_02.jpg,positive,evaluation_positive
val,frame_001106_person_03.jpg,negative,evaluation_negative
val,frame_001106_person_04.jpg,negative,evaluation_negative
val,frame_001106_person_05.jpg,negative,evaluation_negative
val,frame_001106_person_06.jpg,negative,evaluation_negative
val,frame_001106_person_07.jpg,negative,evaluation_negative
val,frame_001106_person_08.jpg,negative,evaluation_negative
val,frame_001106_person_09.jpg,negative,evaluation_negative
val,frame_001106_person_10.jpg,negative,evaluation_negative
val,frame_001106_person_11.jpg,negative,evaluation_negative
val,frame_001106_person_12.jpg,negative,evaluation_negative
val,frame_001106_person_13.jpg,negative,evaluation_negative
val,frame_001106_person_14.jpg,negative,evaluation_negative
val,frame_001106_person_15.jpg,negative,evaluation_negative
val,frame_001106_person_16.jpg,negative,evaluation_negative
val,frame_001119_person_00.jpg,positive,evaluation_positive
val,frame_001119_person_01.jpg,negative,evaluation_negative
val,frame_001119_person_02.jpg,negative,evaluation_negative
val,frame_001119_person_03.jpg,negative,evaluation_negative
val,frame_001119_person_04.jpg,negative,evaluation_negative
val,frame_001119_person_05.jpg,negative,evaluation_negative
val,frame_001119_person_06.jpg,negative,evaluation_negative
val,frame_001119_person_07.jpg,negative,evaluation_negative
val,frame_001119_person_08.jpg,negative,evaluation_negative
val,frame_001119_person_09.jpg,negative,evaluation_negative
val,frame_001119_person_10.jpg,negative,evaluation_negative
val,frame_001119_person_11.jpg,negative,evaluation_negative
val,frame_001119_person_12.jpg,negative,evaluation_negative
val,frame_001119_person_13.jpg,negative,evaluation_negative
val,frame_001119_person_14.jpg,negative,evaluation_negative
val,frame_001119_person_15.jpg,negative,evaluation_negative
val,frame_001119_person_16.jpg,negative,evaluation_negative
val,frame_001123_person_00.jpg,negative,evaluation_negative
val,frame_001123_person_01.jpg,negative,evaluation_negative
val,frame_001123_person_02.jpg,negative,evaluation_negative
val,frame_001123_person_03.jpg,positive,evaluation_positive
val,frame_001123_person_04.jpg,negative,evaluation_negative
val,frame_001123_person_05.jpg,negative,evaluation_negative
val,frame_001123_person_06.jpg,negative,evaluation_negative
val,frame_001123_person_07.jpg,negative,evaluation_negative
val,frame_001123_person_08.jpg,negative,evaluation_negative
val,frame_001123_person_09.jpg,negative,evaluation_negative
val,frame_001123_person_10.jpg,negative,evaluation_negative
val,frame_001123_person_11.jpg,negative,evaluation_negative
val,frame_001123_person_12.jpg,negative,evaluation_negative
val,frame_001123_person_13.jpg,negative,evaluation_negative
val,frame_001123_person_14.jpg,negative,evaluation_negative
val,frame_001123_person_15.jpg,negative,evaluation_negative
val,frame_001123_person_16.jpg,negative,evaluation_negative
val,frame_001135_person_00.jpg,negative,evaluation_negative
val,frame_001135_person_01.jpg,negative,evaluation_negative
val,frame_001135_person_02.jpg,negative,evaluation_negative
val,frame_001135_person_03.jpg,negative,evaluation_negative
val,frame_001135_person_04.jpg,negative,evaluation_negative
val,frame_001135_person_05.jpg,negative,evaluation_negative
val,frame_001135_person_06.jpg,negative,evaluation_negative
val,frame_001135_person_07.jpg,negative,evaluation_negative
val,frame_001135_person_08.jpg,negative,evaluation_negative
val,frame_001135_person_09.jpg,negative,evaluation_negative
val,frame_001135_person_10.jpg,negative,evaluation_negative
val,frame_001135_person_11.jpg,negative,evaluation_negative
val,frame_001135_person_12.jpg,negative,evaluation_negative
val,frame_001135_person_13.jpg,negative,evaluation_negative
val,frame_001135_person_14.jpg,negative,evaluation_negative
val,frame_001135_person_15.jpg,negative,evaluation_negative
val,frame_001135_person_16.jpg,negative,evaluation_negative
val,frame_001210_person_00.jpg,negative,evaluation_negative
val,frame_001210_person_01.jpg,negative,evaluation_negative
val,frame_001210_person_02.jpg,positive,evaluation_positive
val,frame_001210_person_03.jpg,negative,evaluation_negative
val,frame_001210_person_04.jpg,negative,evaluation_negative
val,frame_001210_person_05.jpg,negative,evaluation_negative
val,frame_001210_person_06.jpg,negative,evaluation_negative
val,frame_001210_person_07.jpg,negative,evaluation_negative
val,frame_001210_person_08.jpg,negative,evaluation_negative
val,frame_001210_person_09.jpg,negative,evaluation_negative
val,frame_001210_person_10.jpg,negative,evaluation_negative
val,frame_001210_person_11.jpg,negative,evaluation_negative
val,frame_001210_person_12.jpg,negative,evaluation_negative
val,frame_001210_person_13.jpg,negative,evaluation_negative
val,frame_001210_person_14.jpg,negative,evaluation_negative
val,frame_001210_person_15.jpg,negative,evaluation_negative
val,frame_001210_person_16.jpg,negative,evaluation_negative
val,frame_001210_person_17.jpg,negative,evaluation_negative
val,frame_001210_person_18.jpg,negative,evaluation_negative
val,frame_001219_person_00.jpg,negative,evaluation_negative
val,frame_001219_person_01.jpg,negative,evaluation_negative
val,frame_001219_person_02.jpg,negative,evaluation_negative
val,frame_001219_person_03.jpg,negative,evaluation_negative
val,frame_001219_person_04.jpg,negative,evaluation_negative
val,frame_001219_person_05.jpg,negative,evaluation_negative
val,frame_001219_person_06.jpg,negative,evaluation_negative
val,frame_001219_person_07.jpg,negative,evaluation_negative
val,frame_001219_person_08.jpg,negative,evaluation_negative
val,frame_001219_person_09.jpg,negative,evaluation_negative
val,frame_001219_person_10.jpg,negative,evaluation_negative
val,frame_001219_person_11.jpg,negative,evaluation_negative
val,frame_001219_person_12.jpg,negative,evaluation_negative
val,frame_001219_person_13.jpg,negative,evaluation_negative
val,frame_001219_person_14.jpg,negative,evaluation_negative
val,frame_001219_person_15.jpg,negative,evaluation_negative
val,frame_001219_person_16.jpg,negative,evaluation_negative
val,frame_001219_person_17.jpg,negative,evaluation_negative
val,frame_001227_person_00.jpg,negative,evaluation_negative
val,frame_001227_person_01.jpg,negative,evaluation_negative
val,frame_001227_person_02.jpg,negative,evaluation_negative
val,frame_001227_person_03.jpg,negative,evaluation_negative
val,frame_001227_person_04.jpg,negative,evaluation_negative
val,frame_001227_person_05.jpg,negative,evaluation_negative
val,frame_001227_person_06.jpg,negative,evaluation_negative
val,frame_001227_person_07.jpg,negative,evaluation_negative
val,frame_001227_person_08.jpg,negative,evaluation_negative
val,frame_001227_person_09.jpg,negative,evaluation_negative
val,frame_001227_person_10.jpg,negative,evaluation_negative
val,frame_001227_person_11.jpg,negative,evaluation_negative
val,frame_001227_person_12.jpg,negative,evaluation_negative
val,frame_001227_person_13.jpg,negative,evaluation_negative
val,frame_001227_person_14.jpg,negative,evaluation_negative
val,frame_001227_person_15.jpg,negative,evaluation_negative
val,frame_001227_person_16.jpg,negative,evaluation_negative
val,frame_001227_person_17.jpg,negative,evaluation_negative
val,frame_001227_person_18.jpg,negative,evaluation_negative
val,frame_001235_person_00.jpg,negative,evaluation_negative
val,frame_001235_person_01.jpg,negative,evaluation_negative
val,frame_001235_person_02.jpg,negative,evaluation_negative
val,frame_001235_person_03.jpg,negative,evaluation_negative
val,frame_001235_person_04.jpg,negative,evaluation_negative
val,frame_001235_person_05.jpg,negative,evaluation_negative
val,frame_001235_person_06.jpg,negative,evaluation_negative
val,frame_001235_person_07.jpg,negative,evaluation_negative
val,frame_001235_person_08.jpg,negative,evaluation_negative
val,frame_001235_person_09.jpg,negative,evaluation_negative
val,frame_001235_person_10.jpg,negative,evaluation_negative
val,frame_001235_person_11.jpg,negative,evaluation_negative
val,frame_001235_person_12.jpg,positive,evaluation_positive
val,frame_001235_person_13.jpg,negative,evaluation_negative
val,frame_001235_person_14.jpg,negative,evaluation_negative
val,frame_001235_person_15.jpg,negative,evaluation_negative
val,frame_001235_person_16.jpg,negative,evaluation_negative
val,frame_001235_person_17.jpg,negative,evaluation_negative
val,frame_001235_person_18.jpg,negative,evaluation_negative
val,frame_001241_person_00.jpg,negative,evaluation_negative
val,frame_001241_person_01.jpg,negative,evaluation_negative
val,frame_001241_person_02.jpg,negative,evaluation_negative
val,frame_001241_person_03.jpg,negative,evaluation_negative
val,frame_001241_person_04.jpg,negative,evaluation_negative
val,frame_001241_person_05.jpg,negative,evaluation_negative
val,frame_001241_person_06.jpg,negative,evaluation_negative
val,frame_001241_person_07.jpg,negative,evaluation_negative
val,frame_001241_person_08.jpg,negative,evaluation_negative
val,frame_001241_person_09.jpg,negative,evaluation_negative
val,frame_001241_person_10.jpg,negative,evaluation_negative
val,frame_001241_person_11.jpg,positive,evaluation_positive
val,frame_001241_person_12.jpg,negative,evaluation_negative
val,frame_001241_person_13.jpg,negative,evaluation_negative
val,frame_001241_person_14.jpg,negative,evaluation_negative
val,frame_001241_person_15.jpg,negative,evaluation_negative
val,frame_001241_person_16.jpg,negative,evaluation_negative
val,frame_001241_person_17.jpg,negative,evaluation_negative
val,frame_001254_person_00.jpg,negative,evaluation_negative
val,frame_001254_person_01.jpg,negative,evaluation_negative
val,frame_001254_person_02.jpg,negative,evaluation_negative
val,frame_001254_person_03.jpg,negative,evaluation_negative
val,frame_001254_person_04.jpg,negative,evaluation_negative
val,frame_001254_person_05.jpg,negative,evaluation_negative
val,frame_001254_person_06.jpg,negative,evaluation_negative
val,frame_001254_person_07.jpg,negative,evaluation_negative
val,frame_001254_person_08.jpg,negative,evaluation_negative
